CME_ID,t0,dt0_h,pa_deg,da_deg,v_km_s,dv_km_s,minv_km_s,maxv_km_s,halo
0025,2022-10-07 14:48:00,1.0,56.0,14.0,850.0,163.0,529.0,976.0,
0026,2022-10-08 01:36:00,0.0,97.0,20.0,292.0,36.0,229.0,309.0,
0027,2022-10-08 03:24:00,0.0,289.0,8.0,459.0,15.0,437.0,473.0,
0028,2022-10-08 05:24:00,2.0,306.0,18.0,578.0,113.0,492.0,844.0,
0029,2022-10-09 01:36:00,4.0,135.0,112.0,317.0,52.0,181.0,408.0,II
0030,2022-10-09 05:48:00,2.0,116.0,18.0,130.0,45.0,105.0,218.0,
0031,2022-10-09 15:16:00,1.0,58.0,6.0,259.0,119.0,154.0,467.0,
0032,2022-10-09 18:00:00,2.0,345.0,48.0,664.0,311.0,276.0,1388.0,
0033,2022-10-09 18:00:00,1.0,349.0,12.0,1561.0,575.0,322.0,1644.0,
0034,2022-10-09 23:24:00,2.0,106.0,22.0,116.0,8.0,101.0,129.0,
0035,2022-10-10 02:00:00,1.0,50.0,10.0,596.0,373.0,231.0,1225.0,
0036,2022-10-10 04:48:00,3.0,232.0,26.0,325.0,90.0,145.0,419.0,
0037,2022-10-10 07:24:00,7.0,54.0,38.0,265.0,91.0,131.0,419.0,
0038,2022-10-10 16:12:00,1.0,270.0,6.0,1549.0,246.0,1301.0,1953.0,
0039,2022-10-10 17:00:00,3.0,9.0,68.0,529.0,84.0,372.0,707.0,
0040,2022-10-10 19:00:00,3.0,65.0,24.0,1690.0,197.0,1487.0,1953.0,
0041,2022-10-10 19:00:00,0.0,289.0,20.0,1838.0,111.0,1644.0,1953.0,
0042,2022-10-10 23:12:00,1.0,60.0,6.0,194.0,250.0,168.0,694.0,
0043,2022-10-11 09:24:00,1.0,276.0,54.0,243.0,59.0,180.0,381.0,
0044,2022-10-11 09:24:00,1.0,273.0,60.0,249.0,27.0,206.0,309.0,
0045,2022-10-11 13:36:00,1.0,283.0,12.0,296.0,677.0,101.0,1736.0,
0046,2022-10-11 18:12:00,1.0,272.0,50.0,182.0,28.0,147.0,242.0,
0047,2022-10-11 18:48:00,2.0,92.0,10.0,185.0,43.0,151.0,276.0,
0048,2022-10-11 19:00:00,1.0,96.0,26.0,255.0,62.0,199.0,372.0,
0049,2022-10-12 06:00:00,4.0,23.0,24.0,856.0,425.0,158.0,1562.0,
0050,2022-10-12 09:36:00,1.0,98.0,30.0,261.0,83.0,140.0,419.0,
0051,2022-10-12 15:05:00,1.0,272.0,50.0,237.0,44.0,180.0,301.0,
0052,2022-10-12 15:05:00,0.0,262.0,22.0,238.0,28.0,175.0,246.0,
0053,2022-10-13 07:36:00,1.0,164.0,34.0,291.0,44.0,234.0,385.0,
0054,2022-10-13 07:36:00,1.0,163.0,20.0,358.0,46.0,328.0,473.0,
0055,2022-10-13 08:48:00,2.0,228.0,14.0,183.0,23.0,137.0,196.0,
0056,2022-10-14 11:24:00,1.0,30.0,6.0,582.0,657.0,516.0,1893.0,
0057,2022-10-14 12:12:00,3.0,301.0,44.0,209.0,4.0,202.0,215.0,
0058,2022-10-14 12:12:00,1.0,34.0,6.0,1305.0,543.0,762.0,1953.0,
0059,2022-10-15 00:24:00,5.0,85.0,300.0,1750.0,849.0,150.0,1957.0,IV
0060,2022-10-15 01:25:00,2.0,253.0,52.0,1750.0,79.0,1574.0,1854.0,
0061,2022-10-15 01:48:00,1.0,203.0,12.0,411.0,162.0,390.0,762.0,
0062,2022-10-15 18:00:00,1.0,246.0,10.0,230.0,17.0,206.0,250.0,
0063,2022-10-16 13:36:00,2.0,222.0,6.0,187.0,23.0,151.0,206.0,
0064,2022-10-16 15:27:00,1.0,196.0,10.0,112.0,202.0,109.0,525.0,
0065,2022-10-16 17:48:00,2.0,201.0,8.0,254.0,92.0,165.0,422.0,
0066,2022-10-16 21:12:00,2.0,222.0,14.0,186.0,18.0,157.0,209.0,
0067,2022-10-17 03:24:00,1.0,278.0,26.0,494.0,120.0,385.0,753.0,
0068,2022-10-17 17:48:00,1.0,230.0,30.0,260.0,77.0,115.0,351.0,
0069,2022-10-17 17:48:00,1.0,228.0,6.0,728.0,552.0,157.0,1644.0,
0070,2022-10-17 21:24:00,3.0,331.0,32.0,291.0,145.0,166.0,625.0,
0071,2022-10-18 06:12:00,1.0,338.0,18.0,207.0,9.0,197.0,224.0,
0072,2022-10-18 15:24:00,2.0,278.0,78.0,225.0,23.0,168.0,281.0,
0073,2022-10-18 15:24:00,2.0,341.0,24.0,286.0,36.0,226.0,347.0,
0074,2022-10-18 17:12:00,1.0,324.0,10.0,320.0,23.0,281.0,325.0,
0075,2022-10-19 07:36:00,3.0,321.0,28.0,395.0,122.0,297.0,694.0,
0076,2022-10-19 09:48:00,2.0,287.0,16.0,488.0,141.0,390.0,771.0,
0077,2022-10-19 14:24:00,1.0,183.0,12.0,516.0,388.0,359.0,1328.0,
0078,2022-10-19 23:24:00,1.0,290.0,18.0,1079.0,454.0,347.0,1644.0,
0079,2022-10-20 11:36:00,1.0,349.0,68.0,250.0,24.0,212.0,309.0,
0080,2022-10-20 11:48:00,3.0,359.0,20.0,102.0,2.0,100.0,108.0,
0081,2022-10-20 14:00:00,1.0,289.0,8.0,426.0,335.0,309.0,1116.0,
0082,2022-10-20 15:48:00,3.0,113.0,20.0,211.0,60.0,124.0,271.0,
0083,2022-10-20 17:48:00,1.0,297.0,12.0,433.0,68.0,289.0,504.0,
0084,2022-10-21 01:36:00,3.0,290.0,30.0,355.0,491.0,279.0,1358.0,
0085,2022-10-21 04:49:00,2.0,356.0,42.0,169.0,152.0,144.0,497.0,
0086,2022-10-21 07:12:00,1.0,294.0,38.0,672.0,203.0,416.0,1036.0,
0087,2022-10-22 21:24:00,2.0,294.0,30.0,381.0,39.0,322.0,459.0,
0088,2022-10-23 07:24:00,1.0,293.0,8.0,294.0,108.0,177.0,477.0,
0089,2022-10-23 14:00:00,2.0,300.0,18.0,430.0,112.0,166.0,512.0,
0090,2022-10-23 15:27:00,1.0,107.0,20.0,190.0,66.0,127.0,365.0,
0091,2022-10-23 16:12:00,2.0,236.0,62.0,253.0,47.0,146.0,304.0,
0092,2022-10-24 01:36:00,1.0,249.0,24.0,221.0,13.0,189.0,233.0,
0093,2022-10-24 07:12:00,1.0,83.0,8.0,801.0,350.0,246.0,1250.0,
0094,2022-10-24 17:12:00,1.0,75.0,8.0,1562.0,843.0,166.0,1953.0,
0095,2022-10-24 19:24:00,1.0,73.0,16.0,500.0,380.0,367.0,1488.0,
0096,2022-10-24 23:24:00,1.0,76.0,10.0,500.0,257.0,252.0,1008.0,
0097,2022-10-24 23:24:00,2.0,77.0,12.0,679.0,305.0,188.0,1041.0,
0098,2022-10-25 03:12:00,1.0,243.0,8.0,296.0,52.0,274.0,395.0,
0099,2022-10-25 03:24:00,0.0,270.0,10.0,200.0,5.0,195.0,205.0,
0100,2022-10-25 05:36:00,2.0,67.0,16.0,1041.0,377.0,365.0,1562.0,
0101,2022-10-25 10:36:00,2.0,276.0,22.0,114.0,17.0,99.0,157.0,
0102,2022-10-25 11:24:00,2.0,281.0,12.0,146.0,3.0,143.0,152.0,
0103,2022-10-25 13:36:00,1.0,279.0,8.0,245.0,88.0,153.0,372.0,
0104,2022-10-25 15:36:00,3.0,58.0,46.0,201.0,39.0,119.0,269.0,
0105,2022-10-25 16:12:00,2.0,290.0,6.0,150.0,34.0,102.0,196.0,
0106,2022-10-25 18:00:00,1.0,53.0,52.0,258.0,41.0,174.0,351.0,
0107,2022-10-25 20:24:00,2.0,77.0,12.0,116.0,25.0,103.0,171.0,
0108,2022-10-26 01:25:00,0.0,72.0,6.0,279.0,79.0,179.0,372.0,
0109,2022-10-26 03:24:00,1.0,292.0,18.0,473.0,512.0,343.0,1645.0,
0110,2022-10-26 03:48:00,1.0,112.0,10.0,744.0,227.0,536.0,1201.0,
0111,2022-10-26 12:48:00,2.0,74.0,22.0,459.0,147.0,217.0,637.0,
0112,2022-10-26 13:36:00,1.0,48.0,10.0,207.0,482.0,179.0,1042.0,
0113,2022-10-26 17:24:00,1.0,4.0,6.0,283.0,93.0,193.0,422.0,
0114,2022-10-26 17:48:00,3.0,280.0,46.0,261.0,170.0,123.0,664.0,
0115,2022-10-26 21:24:00,3.0,267.0,80.0,419.0,185.0,117.0,801.0,
0116,2022-10-26 23:36:00,12.0,80.0,294.0,919.0,542.0,141.0,2019.0,IV
0117,2022-10-27 00:36:00,0.0,312.0,10.0,892.0,144.0,624.0,1008.0,
0118,2022-10-27 00:36:00,4.0,227.0,64.0,241.0,385.0,162.0,1329.0,
0119,2022-10-27 05:36:00,1.0,166.0,10.0,1113.0,489.0,312.0,1735.0,
0120,2022-10-27 09:24:00,2.0,281.0,20.0,351.0,114.0,154.0,411.0,
0121,2022-10-28 08:00:00,1.0,57.0,32.0,628.0,146.0,459.0,1024.0,
0122,2022-10-30 16:24:00,0.0,303.0,16.0,199.0,23.0,173.0,240.0,
0123,2022-10-30 19:24:00,1.0,123.0,24.0,201.0,44.0,156.0,292.0,
0124,2022-10-31 05:36:00,1.0,316.0,6.0,562.0,188.0,300.0,801.0,
0125,2022-10-31 07:48:00,2.0,24.0,14.0,262.0,98.0,150.0,428.0,
0126,2022-10-31 13:48:00,3.0,91.0,148.0,374.0,94.0,174.0,651.0,II
0127,2022-10-31 15:24:00,2.0,341.0,44.0,196.0,33.0,147.0,262.0,
0001,2022-11-01 13:36:00,1.0,318.0,6.0,540.0,143.0,288.0,664.0,
0002,2022-11-01 13:36:00,3.0,306.0,46.0,735.0,117.0,548.0,1007.0,
0003,2022-11-01 17:12:00,2.0,115.0,16.0,306.0,96.0,115.0,422.0,
0004,2022-11-01 17:12:00,0.0,240.0,6.0,1787.0,204.0,1420.0,1953.0,
0005,2022-11-01 17:12:00,1.0,120.0,18.0,191.0,31.0,139.0,248.0,
0006,2022-11-01 22:24:00,2.0,251.0,12.0,1116.0,249.0,868.0,1644.0,
0007,2022-11-02 04:24:00,1.0,49.0,12.0,235.0,9.0,226.0,252.0,
0008,2022-11-02 06:48:00,0.0,92.0,10.0,980.0,526.0,496.0,1953.0,
0009,2022-11-03 08:12:00,2.0,162.0,30.0,292.0,67.0,181.0,462.0,
0010,2022-11-03 08:36:00,1.0,285.0,12.0,1201.0,388.0,919.0,1954.0,
0011,2022-11-03 13:36:00,4.0,241.0,28.0,197.0,172.0,99.0,686.0,
0012,2022-11-03 14:12:00,1.0,246.0,18.0,309.0,79.0,256.0,484.0,
0013,2022-11-03 17:24:00,1.0,25.0,16.0,664.0,202.0,508.0,976.0,
0014,2022-11-03 22:12:00,4.0,32.0,46.0,223.0,19.0,194.0,279.0,
0015,2022-11-03 22:12:00,2.0,32.0,22.0,180.0,48.0,110.0,250.0,
0016,2022-11-04 07:12:00,4.0,172.0,42.0,208.0,71.0,111.0,385.0,
0017,2022-11-04 07:24:00,1.0,191.0,12.0,318.0,11.0,309.0,339.0,
0018,2022-11-04 09:24:00,1.0,92.0,10.0,176.0,19.0,135.0,189.0,
0019,2022-11-04 20:24:00,1.0,95.0,8.0,440.0,157.0,136.0,520.0,
0020,2022-11-05 07:48:00,2.0,20.0,26.0,580.0,195.0,314.0,919.0,
0021,2022-11-06 04:12:00,1.0,13.0,12.0,504.0,135.0,291.0,762.0,
0022,2022-11-06 15:37:00,2.0,305.0,8.0,549.0,39.0,480.0,578.0,
0023,2022-11-06 16:36:00,1.0,224.0,34.0,168.0,29.0,132.0,241.0,
0024,2022-11-07 00:36:00,1.0,101.0,28.0,490.0,223.0,203.0,1012.0,
0025,2022-11-08 16:48:00,3.0,309.0,16.0,672.0,91.0,452.0,744.0,
0026,2022-11-09 04:24:00,3.0,315.0,20.0,868.0,161.0,548.0,1116.0,
0027,2022-11-09 20:36:00,2.0,91.0,40.0,371.0,124.0,193.0,612.0,
0028,2022-11-09 22:24:00,1.0,99.0,8.0,118.0,10.0,111.0,138.0,
0029,2022-11-09 23:24:00,1.0,120.0,6.0,110.0,2.0,106.0,113.0,
0030,2022-11-10 14:36:00,1.0,354.0,14.0,710.0,467.0,371.0,1736.0,
0031,2022-11-11 04:28:00,3.0,109.0,28.0,347.0,147.0,124.0,657.0,
0032,2022-11-11 09:24:00,3.0,266.0,54.0,258.0,14.0,206.0,260.0,
0033,2022-11-11 09:48:00,0.0,220.0,6.0,418.0,94.0,376.0,600.0,
0034,2022-11-11 11:36:00,1.0,269.0,16.0,320.0,99.0,168.0,385.0,
0035,2022-11-11 12:48:00,3.0,267.0,36.0,197.0,117.0,126.0,580.0,
0036,2022-11-12 06:12:00,1.0,357.0,8.0,665.0,296.0,422.0,1117.0,
0037,2022-11-13 04:24:00,4.0,43.0,20.0,247.0,75.0,175.0,405.0,
0038,2022-11-13 06:12:00,2.0,44.0,14.0,248.0,60.0,189.0,367.0,
0039,2022-11-13 11:24:00,5.0,193.0,48.0,112.0,14.0,98.0,145.0,
0040,2022-11-13 14:00:00,0.0,273.0,16.0,353.0,61.0,228.0,411.0,
0041,2022-11-14 02:48:00,2.0,268.0,58.0,408.0,60.0,271.0,573.0,
0042,2022-11-14 19:00:00,2.0,273.0,52.0,347.0,120.0,208.0,625.0,
0043,2022-11-14 19:12:00,1.0,323.0,16.0,163.0,21.0,137.0,206.0,
0044,2022-11-14 20:12:00,1.0,300.0,6.0,155.0,21.0,134.0,182.0,
0045,2022-11-15 02:00:00,1.0,305.0,12.0,357.0,98.0,214.0,508.0,
0046,2022-11-15 08:24:00,1.0,267.0,12.0,306.0,41.0,249.0,376.0,
0047,2022-11-15 13:36:00,2.0,327.0,32.0,273.0,80.0,173.0,440.0,
0048,2022-11-15 18:36:00,1.0,172.0,26.0,694.0,318.0,405.0,1358.0,
0049,2022-11-16 01:36:00,2.0,80.0,18.0,1491.0,559.0,566.0,1953.0,
0050,2022-11-16 05:24:00,1.0,62.0,22.0,669.0,213.0,466.0,1201.0,
0051,2022-11-16 07:12:00,2.0,339.0,12.0,153.0,221.0,121.0,600.0,
0052,2022-11-16 13:25:00,3.0,238.0,38.0,140.0,37.0,97.0,240.0,
0053,2022-11-16 13:48:00,1.0,245.0,12.0,135.0,17.0,105.0,144.0,
0054,2022-11-16 14:24:00,1.0,339.0,8.0,312.0,42.0,256.0,372.0,
0055,2022-11-16 14:24:00,1.0,15.0,28.0,313.0,43.0,215.0,367.0,
0056,2022-11-16 15:37:00,1.0,258.0,14.0,216.0,101.0,102.0,388.0,
0057,2022-11-16 15:48:00,1.0,220.0,6.0,139.0,46.0,100.0,220.0,
0058,2022-11-16 22:36:00,0.0,265.0,12.0,203.0,45.0,160.0,303.0,
0059,2022-11-16 23:24:00,2.0,259.0,32.0,191.0,2.0,188.0,195.0,
0060,2022-11-17 09:48:00,2.0,266.0,34.0,651.0,305.0,204.0,1249.0,
0061,2022-11-17 15:24:00,1.0,350.0,6.0,110.0,13.0,100.0,131.0,
0062,2022-11-18 09:36:00,1.0,306.0,62.0,801.0,99.0,651.0,1077.0,
0063,2022-11-19 04:00:00,1.0,241.0,64.0,1302.0,532.0,390.0,1953.0,
0064,2022-11-19 05:12:00,3.0,43.0,36.0,919.0,618.0,446.0,1952.0,
0065,2022-11-19 07:12:00,2.0,290.0,70.0,200.0,94.0,121.0,452.0,
0066,2022-11-19 13:36:00,5.0,310.0,118.0,376.0,278.0,204.0,1116.0,II
0067,2022-11-19 13:36:00,2.0,215.0,8.0,309.0,14.0,300.0,336.0,
0068,2022-11-19 13:36:00,1.0,312.0,6.0,290.0,26.0,268.0,332.0,
0069,2022-11-19 15:12:00,1.0,337.0,16.0,489.0,130.0,312.0,664.0,
0070,2022-11-19 17:12:00,1.0,53.0,16.0,664.0,612.0,251.0,1953.0,
0071,2022-11-19 17:24:00,1.0,217.0,12.0,218.0,9.0,207.0,230.0,
0072,2022-11-19 20:36:00,1.0,68.0,18.0,589.0,441.0,466.0,1559.0,
0073,2022-11-20 01:48:00,4.0,204.0,34.0,600.0,298.0,172.0,1250.0,
0074,2022-11-20 04:00:00,1.0,297.0,8.0,289.0,698.0,146.0,1736.0,
0075,2022-11-20 07:36:00,0.0,231.0,12.0,205.0,7.0,191.0,214.0,
0076,2022-11-20 09:12:00,1.0,196.0,10.0,210.0,100.0,101.0,390.0,
0077,2022-11-20 09:48:00,5.0,287.0,52.0,203.0,38.0,138.0,285.0,
0078,2022-11-20 10:48:00,2.0,55.0,16.0,446.0,258.0,155.0,844.0,
0079,2022-11-20 13:48:00,1.0,273.0,12.0,233.0,24.0,207.0,284.0,
0080,2022-11-20 14:36:00,1.0,257.0,8.0,260.0,54.0,227.0,345.0,
0081,2022-11-21 01:25:00,3.0,88.0,22.0,1334.0,289.0,844.0,1957.0,
0082,2022-11-21 01:36:00,2.0,14.0,18.0,950.0,641.0,248.0,1957.0,
0083,2022-11-21 04:12:00,1.0,56.0,6.0,648.0,283.0,446.0,1116.0,
0084,2022-11-21 15:48:00,1.0,59.0,8.0,385.0,20.0,348.0,404.0,
0085,2022-11-21 16:20:00,1.0,61.0,16.0,800.0,184.0,568.0,1077.0,
0086,2022-11-21 18:00:00,1.0,52.0,6.0,933.0,91.0,822.0,1077.0,
0087,2022-11-22 03:48:00,1.0,44.0,22.0,548.0,89.0,355.0,694.0,
0088,2022-11-22 07:48:00,2.0,156.0,90.0,248.0,58.0,124.0,400.0,
0089,2022-11-22 13:36:00,2.0,91.0,36.0,258.0,123.0,168.0,578.0,
0090,2022-11-22 18:00:00,2.0,137.0,36.0,307.0,40.0,212.0,372.0,
0091,2022-11-22 20:12:00,1.0,329.0,8.0,395.0,62.0,334.0,508.0,
0092,2022-11-22 20:36:00,2.0,297.0,28.0,234.0,9.0,220.0,248.0,
0093,2022-11-23 00:48:00,2.0,188.0,10.0,727.0,107.0,601.0,909.0,
0094,2022-11-23 07:24:00,1.0,285.0,12.0,311.0,106.0,122.0,411.0,
0095,2022-11-23 07:24:00,2.0,292.0,34.0,304.0,119.0,173.0,631.0,
0096,2022-11-23 15:48:00,11.0,303.0,76.0,276.0,69.0,165.0,405.0,
0097,2022-11-24 01:36:00,5.0,164.0,34.0,128.0,13.0,101.0,143.0,
0098,2022-11-24 10:00:00,1.0,16.0,10.0,600.0,14.0,600.0,625.0,
0099,2022-11-24 10:00:00,2.0,298.0,14.0,260.0,31.0,231.0,312.0,
0100,2022-11-24 10:12:00,3.0,287.0,48.0,208.0,37.0,153.0,309.0,
0101,2022-11-24 13:36:00,2.0,287.0,12.0,236.0,55.0,204.0,359.0,
0102,2022-11-24 16:48:00,1.0,130.0,10.0,372.0,25.0,325.0,400.0,
0103,2022-11-24 19:36:00,2.0,288.0,6.0,339.0,196.0,206.0,702.0,
0104,2022-11-25 09:36:00,3.0,193.0,16.0,726.0,439.0,187.0,1358.0,
0105,2022-11-25 22:24:00,2.0,299.0,68.0,466.0,182.0,162.0,868.0,
0106,2022-11-25 23:12:00,6.0,193.0,60.0,184.0,61.0,101.0,343.0,
0107,2022-11-26 02:24:00,3.0,184.0,14.0,130.0,46.0,114.0,238.0,
0108,2022-11-26 02:48:00,2.0,323.0,16.0,208.0,62.0,180.0,359.0,
0109,2022-11-26 08:12:00,1.0,173.0,12.0,248.0,46.0,183.0,318.0,
0110,2022-11-26 08:48:00,1.0,63.0,8.0,292.0,146.0,242.0,553.0,
0111,2022-11-26 10:24:00,1.0,55.0,8.0,233.0,16.0,213.0,258.0,
0112,2022-11-26 10:36:00,1.0,76.0,10.0,1159.0,100.0,976.0,1249.0,
0113,2022-11-26 16:00:00,3.0,299.0,60.0,246.0,102.0,123.0,512.0,
0114,2022-11-26 17:36:00,1.0,117.0,48.0,146.0,67.0,113.0,292.0,
0115,2022-11-26 22:12:00,2.0,318.0,6.0,136.0,25.0,114.0,179.0,
0116,2022-11-27 06:36:00,3.0,102.0,78.0,158.0,81.0,100.0,351.0,
0117,2022-11-27 08:36:00,4.0,98.0,54.0,141.0,54.0,100.0,269.0,
0118,2022-11-27 09:24:00,4.0,238.0,38.0,247.0,83.0,134.0,459.0,
0119,2022-11-27 16:12:00,2.0,100.0,82.0,400.0,159.0,108.0,753.0,
0120,2022-11-27 19:12:00,1.0,313.0,24.0,185.0,74.0,126.0,385.0,
0121,2022-11-27 21:24:00,1.0,247.0,16.0,325.0,53.0,240.0,395.0,
0122,2022-11-28 02:00:00,3.0,254.0,18.0,403.0,473.0,102.0,1420.0,
0123,2022-11-28 05:24:00,3.0,147.0,40.0,255.0,19.0,231.0,303.0,
0124,2022-11-28 09:36:00,2.0,113.0,20.0,177.0,33.0,145.0,249.0,
0125,2022-11-28 10:00:00,1.0,328.0,14.0,197.0,27.0,145.0,217.0,
0126,2022-11-28 11:00:00,1.0,32.0,6.0,231.0,86.0,184.0,388.0,
0127,2022-11-28 11:12:00,1.0,31.0,8.0,297.0,120.0,100.0,351.0,
0128,2022-11-28 21:36:00,3.0,129.0,84.0,378.0,120.0,236.0,726.0,
0129,2022-11-29 01:36:00,2.0,358.0,38.0,434.0,86.0,351.0,651.0,
0130,2022-11-29 11:36:00,1.0,178.0,34.0,631.0,117.0,385.0,844.0,
0131,2022-11-29 11:36:00,1.0,178.0,14.0,917.0,370.0,359.0,1647.0,
0132,2022-11-29 14:12:00,1.0,245.0,24.0,322.0,632.0,189.0,1644.0,
0133,2022-11-29 20:12:00,3.0,124.0,74.0,170.0,30.0,104.0,215.0,
0134,2022-11-29 20:12:00,2.0,107.0,40.0,306.0,97.0,103.0,477.0,
0135,2022-11-30 17:24:00,1.0,281.0,8.0,892.0,351.0,600.0,1420.0,
0136,2022-11-30 23:48:00,3.0,38.0,154.0,504.0,168.0,235.0,951.0,II
0137,2022-11-30 23:48:00,1.0,39.0,20.0,466.0,22.0,422.0,480.0,
0001,2022-12-01 00:00:00,3.0,38.0,154.0,496.0,131.0,243.0,744.0,II
0002,2022-12-01 00:00:00,2.0,30.0,38.0,466.0,130.0,264.0,784.0,
0003,2022-12-01 00:12:00,0.0,104.0,10.0,425.0,396.0,303.0,1329.0,
0004,2022-12-01 01:36:00,1.0,168.0,6.0,172.0,109.0,126.0,385.0,
0005,2022-12-01 06:12:00,1.0,326.0,10.0,494.0,340.0,376.0,1077.0,
0006,2022-12-01 06:36:00,1.0,326.0,50.0,659.0,134.0,480.0,1008.0,
0007,2022-12-01 08:48:00,1.0,5.0,20.0,397.0,186.0,238.0,771.0,
0008,2022-12-01 10:48:00,1.0,347.0,12.0,440.0,86.0,286.0,548.0,
0009,2022-12-01 16:36:00,2.0,111.0,52.0,395.0,45.0,309.0,480.0,
0010,2022-12-02 06:24:00,1.0,349.0,8.0,104.0,0.0,103.0,105.0,
0011,2022-12-02 07:36:00,2.0,346.0,10.0,110.0,4.0,106.0,119.0,
0012,2022-12-02 12:24:00,2.0,325.0,20.0,762.0,71.0,651.0,822.0,
0013,2022-12-02 23:24:00,2.0,91.0,44.0,252.0,114.0,157.0,492.0,
0014,2022-12-02 23:24:00,1.0,103.0,20.0,946.0,525.0,385.0,1953.0,
0015,2022-12-02 23:36:00,1.0,196.0,10.0,219.0,43.0,134.0,258.0,
0016,2022-12-03 10:12:00,3.0,92.0,26.0,303.0,58.0,220.0,400.0,
0017,2022-12-03 18:12:00,2.0,95.0,64.0,322.0,154.0,224.0,726.0,
0018,2022-12-04 01:25:00,1.0,94.0,42.0,651.0,251.0,168.0,1163.0,
0019,2022-12-04 04:48:00,1.0,73.0,24.0,538.0,39.0,466.0,595.0,
0020,2022-12-05 20:00:00,1.0,257.0,12.0,385.0,78.0,256.0,488.0,
0021,2022-12-06 07:36:00,1.0,314.0,10.0,245.0,78.0,102.0,318.0,
0022,2022-12-06 23:12:00,4.0,143.0,36.0,119.0,27.0,98.0,191.0,
0023,2022-12-08 05:24:00,2.0,304.0,26.0,1404.0,317.0,1041.0,1953.0,
0024,2022-12-08 06:24:00,7.0,225.0,52.0,184.0,48.0,131.0,324.0,
0025,2022-12-08 07:48:00,1.0,72.0,38.0,224.0,16.0,192.0,262.0,
0026,2022-12-08 13:25:00,9.0,51.0,324.0,1309.0,490.0,148.0,1957.0,IV
0027,2022-12-08 13:25:00,1.0,35.0,28.0,892.0,438.0,520.0,1736.0,
0028,2022-12-08 18:12:00,2.0,291.0,28.0,992.0,202.0,819.0,1453.0,
0029,2022-12-08 22:24:00,1.0,229.0,8.0,347.0,91.0,184.0,376.0,
0030,2022-12-09 14:12:00,4.0,90.0,42.0,312.0,95.0,209.0,578.0,
0031,2022-12-09 19:12:00,1.0,308.0,38.0,651.0,132.0,459.0,946.0,
0032,2022-12-10 02:24:00,2.0,302.0,42.0,710.0,184.0,256.0,1008.0,
0033,2022-12-10 03:24:00,0.0,231.0,16.0,801.0,132.0,651.0,1059.0,
0034,2022-12-10 07:24:00,1.0,96.0,6.0,401.0,137.0,309.0,651.0,
0035,2022-12-10 11:48:00,1.0,24.0,6.0,716.0,183.0,488.0,976.0,
0036,2022-12-10 15:12:00,3.0,46.0,54.0,563.0,268.0,314.0,1157.0,
0037,2022-12-10 19:00:00,1.0,117.0,12.0,566.0,350.0,416.0,1250.0,
0038,2022-12-10 21:12:00,2.0,21.0,12.0,405.0,86.0,339.0,573.0,
0039,2022-12-10 22:24:00,3.0,31.0,12.0,495.0,181.0,434.0,801.0,
0040,2022-12-11 02:12:00,0.0,330.0,18.0,534.0,45.0,503.0,624.0,
0041,2022-12-11 08:12:00,1.0,311.0,32.0,946.0,275.0,548.0,1249.0,
0042,2022-12-11 10:12:00,1.0,43.0,12.0,624.0,169.0,292.0,744.0,
0043,2022-12-11 12:24:00,1.0,235.0,12.0,538.0,156.0,246.0,672.0,
0044,2022-12-12 03:24:00,1.0,157.0,20.0,357.0,30.0,315.0,408.0,
0045,2022-12-12 08:12:00,0.0,245.0,12.0,289.0,60.0,190.0,339.0,
0046,2022-12-12 08:48:00,1.0,232.0,10.0,234.0,44.0,166.0,286.0,
0047,2022-12-12 09:12:00,1.0,44.0,26.0,833.0,162.0,466.0,873.0,
0048,2022-12-12 14:24:00,1.0,48.0,14.0,664.0,117.0,443.0,735.0,
0049,2022-12-12 16:15:00,2.0,80.0,22.0,529.0,122.0,318.0,748.0,
0050,2022-12-12 18:36:00,2.0,53.0,16.0,529.0,60.0,446.0,651.0,
0051,2022-12-12 19:12:00,3.0,31.0,12.0,410.0,385.0,325.0,1249.0,
0052,2022-12-12 23:24:00,0.0,187.0,12.0,212.0,12.0,191.0,224.0,
0053,2022-12-13 04:36:00,1.0,61.0,24.0,686.0,55.0,589.0,771.0,
0054,2022-12-13 16:00:00,2.0,47.0,32.0,578.0,47.0,496.0,657.0,
0055,2022-12-13 21:36:00,1.0,18.0,14.0,574.0,137.0,332.0,735.0,
0056,2022-12-13 23:48:00,1.0,250.0,30.0,258.0,322.0,192.0,1201.0,
0057,2022-12-14 00:48:00,1.0,58.0,14.0,470.0,78.0,403.0,624.0,
0058,2022-12-14 04:12:00,5.0,196.0,62.0,201.0,52.0,101.0,282.0,
0059,2022-12-14 04:36:00,3.0,246.0,50.0,281.0,27.0,224.0,341.0,
0060,2022-12-14 05:00:00,1.0,341.0,8.0,664.0,360.0,548.0,1358.0,
0061,2022-12-14 07:12:00,1.0,56.0,10.0,558.0,95.0,496.0,756.0,
0062,2022-12-14 08:36:00,2.0,238.0,66.0,385.0,26.0,351.0,449.0,
0063,2022-12-14 10:24:00,2.0,13.0,16.0,919.0,569.0,459.0,1953.0,
0064,2022-12-14 10:24:00,0.0,44.0,14.0,548.0,89.0,428.0,694.0,
0065,2022-12-14 11:12:00,2.0,340.0,6.0,1271.0,773.0,271.0,1953.0,
0066,2022-12-14 12:12:00,1.0,8.0,6.0,1218.0,738.0,385.0,1931.0,
0067,2022-12-14 13:36:00,2.0,206.0,22.0,272.0,90.0,184.0,446.0,
