CME_ID,t0,dt0_h,pa_deg,da_deg,v_km_s,dv_km_s,minv_km_s,maxv_km_s,halo
0154,2022-05-25 05:36:00,2.0,61.0,76.0,512.0,50.0,390.0,600.0,
0155,2022-05-25 06:00:00,1.0,262.0,10.0,350.0,127.0,183.0,558.0,
0156,2022-05-25 07:48:00,1.0,293.0,20.0,1644.0,99.0,1562.0,1838.0,
0157,2022-05-25 12:00:00,2.0,98.0,122.0,694.0,167.0,297.0,1136.0,II
0158,2022-05-25 12:00:00,1.0,155.0,16.0,251.0,8.0,240.0,264.0,
0159,2022-05-25 12:24:00,1.0,117.0,12.0,470.0,414.0,381.0,1360.0,
0160,2022-05-25 12:36:00,2.0,217.0,24.0,538.0,202.0,274.0,946.0,
0161,2022-05-25 12:48:00,1.0,86.0,10.0,380.0,86.0,309.0,513.0,
0162,2022-05-25 18:36:00,3.0,248.0,118.0,762.0,380.0,209.0,1562.0,II
0163,2022-05-25 19:48:00,2.0,77.0,44.0,381.0,185.0,125.0,844.0,
0164,2022-05-25 20:12:00,4.0,232.0,38.0,366.0,140.0,114.0,658.0,
0165,2022-05-26 00:24:00,1.0,254.0,10.0,888.0,445.0,280.0,1429.0,
0166,2022-05-26 03:48:00,0.0,299.0,12.0,672.0,257.0,297.0,1077.0,
0167,2022-05-26 07:24:00,2.0,280.0,66.0,403.0,180.0,230.0,868.0,
0168,2022-05-27 10:12:00,1.0,97.0,12.0,456.0,70.0,315.0,504.0,
0169,2022-05-27 15:34:00,1.0,68.0,14.0,299.0,290.0,169.0,976.0,
0170,2022-05-28 01:25:00,2.0,282.0,10.0,393.0,73.0,260.0,466.0,
0171,2022-05-28 04:36:00,3.0,131.0,132.0,354.0,93.0,207.0,558.0,II
0172,2022-05-28 15:24:00,2.0,156.0,146.0,504.0,73.0,347.0,694.0,II
0173,2022-05-28 15:36:00,1.0,121.0,20.0,340.0,196.0,279.0,801.0,
0174,2022-05-28 16:00:00,0.0,227.0,32.0,1644.0,204.0,1358.0,2016.0,
0175,2022-05-28 16:24:00,1.0,74.0,30.0,1252.0,594.0,363.0,2016.0,
0176,2022-05-28 16:48:00,2.0,334.0,134.0,1838.0,152.0,1420.0,1953.0,II
0177,2022-05-28 23:36:00,1.0,174.0,14.0,711.0,463.0,334.0,1644.0,
0178,2022-05-29 07:24:00,2.0,239.0,20.0,284.0,344.0,161.0,1116.0,
0179,2022-05-29 08:00:00,1.0,91.0,8.0,240.0,26.0,201.0,271.0,
0180,2022-05-29 15:05:00,1.0,260.0,26.0,295.0,84.0,166.0,455.0,
0181,2022-05-29 18:12:00,2.0,59.0,8.0,146.0,92.0,106.0,325.0,
0182,2022-05-29 19:00:00,0.0,208.0,18.0,290.0,97.0,167.0,462.0,
0183,2022-05-29 19:12:00,1.0,65.0,8.0,512.0,57.0,512.0,612.0,
0184,2022-05-30 02:48:00,3.0,298.0,46.0,822.0,180.0,538.0,1252.0,
0185,2022-05-30 02:48:00,2.0,302.0,14.0,699.0,40.0,637.0,744.0,
0186,2022-05-30 05:12:00,2.0,222.0,34.0,317.0,73.0,195.0,469.0,
0187,2022-05-30 13:36:00,1.0,48.0,22.0,272.0,157.0,104.0,679.0,
0188,2022-05-30 15:12:00,2.0,33.0,12.0,117.0,5.0,111.0,127.0,
0189,2022-05-31 01:36:00,1.0,214.0,6.0,890.0,247.0,587.0,1116.0,
0190,2022-05-31 06:48:00,3.0,282.0,10.0,106.0,8.0,99.0,121.0,
0191,2022-05-31 09:12:00,3.0,138.0,38.0,892.0,128.0,694.0,1179.0,
0001,2022-06-01 15:36:00,2.0,67.0,12.0,466.0,78.0,376.0,589.0,
0002,2022-06-02 06:12:00,2.0,247.0,80.0,449.0,51.0,347.0,558.0,
0003,2022-06-02 06:36:00,1.0,95.0,44.0,380.0,164.0,173.0,710.0,
0004,2022-06-02 06:36:00,2.0,75.0,28.0,650.0,378.0,171.0,1201.0,
0005,2022-06-02 21:28:00,2.0,105.0,12.0,376.0,211.0,272.0,879.0,
0006,2022-06-03 22:36:00,6.0,276.0,18.0,111.0,96.0,102.0,336.0,
0007,2022-06-04 02:48:00,4.0,36.0,66.0,332.0,83.0,191.0,466.0,
0008,2022-06-04 15:12:00,1.0,164.0,6.0,271.0,80.0,240.0,428.0,
0009,2022-06-04 17:12:00,3.0,262.0,10.0,132.0,500.0,105.0,1157.0,
0010,2022-06-05 14:12:00,0.0,247.0,28.0,525.0,260.0,381.0,1041.0,
0011,2022-06-05 16:12:00,4.0,138.0,22.0,230.0,66.0,164.0,345.0,
0012,2022-06-05 17:36:00,1.0,250.0,6.0,279.0,14.0,254.0,281.0,
0013,2022-06-06 02:12:00,2.0,159.0,24.0,194.0,27.0,152.0,244.0,
0014,2022-06-07 03:24:00,0.0,11.0,12.0,463.0,86.0,306.0,568.0,
0015,2022-06-07 03:48:00,1.0,296.0,22.0,612.0,10.0,600.0,635.0,
0016,2022-06-07 21:36:00,0.0,155.0,16.0,892.0,51.0,868.0,976.0,
0017,2022-06-08 16:48:00,6.0,291.0,56.0,155.0,24.0,105.0,178.0,
0018,2022-06-09 19:00:00,6.0,146.0,70.0,304.0,163.0,212.0,702.0,
0019,2022-06-10 06:12:00,3.0,74.0,50.0,261.0,25.0,238.0,349.0,
0020,2022-06-10 06:24:00,1.0,51.0,16.0,242.0,36.0,181.0,281.0,
0021,2022-06-10 08:48:00,2.0,87.0,12.0,350.0,114.0,125.0,512.0,
0022,2022-06-11 05:12:00,1.0,253.0,8.0,244.0,41.0,228.0,315.0,
0023,2022-06-11 15:36:00,0.0,130.0,6.0,551.0,164.0,480.0,868.0,
0024,2022-06-13 03:12:00,6.0,144.0,360.0,1302.0,497.0,226.0,2016.0,IV
0025,2022-06-13 10:24:00,1.0,202.0,22.0,673.0,85.0,480.0,744.0,
0026,2022-06-13 11:12:00,2.0,108.0,34.0,357.0,73.0,242.0,512.0,
0027,2022-06-13 16:24:00,2.0,67.0,24.0,809.0,166.0,563.0,1157.0,
0028,2022-06-13 18:12:00,2.0,245.0,48.0,624.0,103.0,434.0,781.0,
0029,2022-06-13 18:36:00,1.0,124.0,26.0,488.0,306.0,246.0,1157.0,
0030,2022-06-14 00:48:00,1.0,306.0,10.0,347.0,561.0,294.0,1488.0,
0031,2022-06-14 01:25:00,2.0,23.0,236.0,480.0,103.0,267.0,712.0,III
0032,2022-06-14 01:25:00,1.0,75.0,16.0,258.0,13.0,248.0,286.0,
0033,2022-06-14 01:25:00,2.0,68.0,58.0,422.0,219.0,215.0,992.0,
0034,2022-06-14 02:24:00,1.0,18.0,18.0,781.0,484.0,108.0,1358.0,
0035,2022-06-14 02:48:00,2.0,223.0,88.0,1838.0,337.0,801.0,1952.0,
0036,2022-06-15 11:24:00,1.0,195.0,12.0,473.0,62.0,376.0,558.0,
0037,2022-06-15 16:12:00,1.0,237.0,8.0,212.0,27.0,173.0,238.0,
0038,2022-06-15 23:12:00,2.0,64.0,14.0,521.0,90.0,376.0,637.0,
0039,2022-06-16 03:48:00,1.0,202.0,22.0,489.0,253.0,212.0,1041.0,
0040,2022-06-16 03:48:00,1.0,212.0,6.0,261.0,78.0,206.0,390.0,
0041,2022-06-17 04:28:00,1.0,318.0,18.0,468.0,9.0,452.0,481.0,
0042,2022-06-17 07:12:00,1.0,359.0,24.0,174.0,41.0,131.0,238.0,
0043,2022-06-17 13:36:00,1.0,221.0,28.0,513.0,470.0,376.0,1310.0,
0044,2022-06-18 03:24:00,2.0,327.0,20.0,549.0,117.0,440.0,801.0,
0045,2022-06-18 10:24:00,1.0,77.0,8.0,397.0,67.0,323.0,499.0,
0046,2022-06-19 00:00:00,1.0,66.0,14.0,892.0,64.0,781.0,1008.0,
0047,2022-06-19 00:12:00,1.0,81.0,20.0,253.0,127.0,178.0,548.0,
0048,2022-06-19 06:48:00,2.0,164.0,18.0,326.0,76.0,248.0,496.0,
0049,2022-06-19 08:00:00,3.0,58.0,26.0,156.0,29.0,100.0,207.0,
0050,2022-06-19 22:24:00,1.0,71.0,16.0,694.0,133.0,395.0,856.0,
0051,2022-06-20 15:24:00,2.0,309.0,60.0,455.0,150.0,126.0,589.0,
0052,2022-06-20 15:24:00,1.0,289.0,8.0,278.0,27.0,252.0,318.0,
0053,2022-06-20 22:00:00,1.0,94.0,14.0,305.0,84.0,180.0,452.0,
0054,2022-06-21 00:36:00,0.0,214.0,14.0,416.0,16.0,400.0,446.0,
0055,2022-06-21 01:25:00,1.0,240.0,22.0,363.0,48.0,315.0,453.0,
0056,2022-06-21 12:00:00,4.0,340.0,14.0,555.0,481.0,235.0,1724.0,
0057,2022-06-21 19:36:00,2.0,303.0,16.0,624.0,231.0,393.0,1041.0,
0058,2022-06-22 00:00:00,1.0,305.0,28.0,488.0,160.0,240.0,868.0,
0059,2022-06-22 01:36:00,1.0,315.0,8.0,246.0,44.0,208.0,317.0,
0060,2022-06-22 05:24:00,1.0,71.0,12.0,351.0,380.0,175.0,1157.0,
0061,2022-06-22 11:24:00,2.0,98.0,18.0,377.0,135.0,98.0,469.0,
0062,2022-06-22 13:36:00,1.0,88.0,26.0,233.0,34.0,160.0,271.0,
0063,2022-06-22 23:36:00,1.0,206.0,18.0,548.0,24.0,496.0,578.0,
0064,2022-06-23 03:12:00,3.0,299.0,8.0,361.0,250.0,229.0,844.0,
0065,2022-06-23 06:00:00,2.0,114.0,38.0,679.0,598.0,363.0,1953.0,
0066,2022-06-23 08:36:00,1.0,216.0,10.0,664.0,83.0,553.0,781.0,
0067,2022-06-23 09:24:00,1.0,119.0,16.0,797.0,79.0,744.0,932.0,
0068,2022-06-23 15:24:00,1.0,223.0,8.0,318.0,86.0,224.0,428.0,
0069,2022-06-24 10:36:00,1.0,72.0,26.0,381.0,66.0,221.0,440.0,
0070,2022-06-24 17:00:00,2.0,253.0,32.0,648.0,180.0,367.0,1041.0,
0071,2022-06-24 19:36:00,1.0,89.0,16.0,269.0,26.0,240.0,328.0,
0072,2022-06-24 20:00:00,1.0,63.0,16.0,248.0,15.0,226.0,276.0,
0073,2022-06-25 01:25:00,3.0,300.0,10.0,471.0,568.0,150.0,1644.0,
0074,2022-06-25 10:00:00,2.0,303.0,28.0,278.0,47.0,176.0,359.0,
0075,2022-06-26 03:24:00,1.0,200.0,186.0,762.0,130.0,395.0,961.0,III
0076,2022-06-26 03:36:00,1.0,230.0,10.0,440.0,39.0,405.0,520.0,
0077,2022-06-26 04:00:00,2.0,272.0,18.0,188.0,46.0,124.0,284.0,
0078,2022-06-26 04:12:00,1.0,170.0,38.0,624.0,289.0,102.0,1041.0,
0079,2022-06-26 04:48:00,1.0,315.0,12.0,1116.0,576.0,367.0,1953.0,
0080,2022-06-26 05:00:00,3.0,46.0,62.0,1603.0,629.0,241.0,1953.0,
0081,2022-06-26 05:00:00,0.0,88.0,10.0,606.0,554.0,488.0,1562.0,
0082,2022-06-26 11:00:00,2.0,324.0,38.0,781.0,102.0,651.0,1041.0,
0083,2022-06-26 13:36:00,0.0,214.0,18.0,341.0,10.0,329.0,363.0,
0084,2022-06-26 18:48:00,1.0,38.0,30.0,187.0,11.0,169.0,215.0,
0085,2022-06-27 01:36:00,1.0,28.0,10.0,109.0,161.0,103.0,469.0,
0086,2022-06-27 16:24:00,2.0,315.0,12.0,129.0,35.0,102.0,197.0,
0087,2022-06-27 18:36:00,1.0,257.0,24.0,260.0,32.0,220.0,325.0,
0088,2022-06-27 22:12:00,2.0,299.0,56.0,284.0,70.0,172.0,437.0,
0089,2022-06-28 03:24:00,1.0,258.0,10.0,1395.0,93.0,1301.0,1488.0,
0090,2022-06-28 11:00:00,2.0,227.0,16.0,202.0,8.0,189.0,215.0,
0091,2022-06-28 13:36:00,2.0,236.0,6.0,273.0,531.0,160.0,1329.0,
0092,2022-06-29 00:00:00,2.0,231.0,20.0,130.0,147.0,115.0,480.0,
0093,2022-06-29 13:36:00,6.0,270.0,50.0,209.0,55.0,114.0,315.0,
0094,2022-06-29 13:36:00,2.0,218.0,22.0,302.0,71.0,140.0,416.0,
0095,2022-06-29 21:12:00,1.0,255.0,16.0,416.0,139.0,204.0,631.0,
0096,2022-06-29 22:12:00,1.0,292.0,10.0,957.0,189.0,679.0,1249.0,
0097,2022-06-29 23:24:00,0.0,64.0,14.0,505.0,224.0,318.0,946.0,
0098,2022-06-30 03:24:00,1.0,293.0,8.0,1157.0,208.0,822.0,1358.0,
0099,2022-06-30 04:00:00,3.0,290.0,226.0,339.0,94.0,200.0,589.0,III
0100,2022-06-30 05:12:00,2.0,338.0,6.0,180.0,562.0,126.0,1302.0,
0101,2022-06-30 16:48:00,4.0,257.0,16.0,112.0,8.0,99.0,121.0,
0102,2022-06-30 22:36:00,2.0,104.0,38.0,278.0,121.0,144.0,553.0,
0001,2022-07-01 15:48:00,1.0,296.0,10.0,653.0,332.0,103.0,1201.0,
0002,2022-07-02 02:24:00,3.0,40.0,22.0,813.0,184.0,529.0,1250.0,
0003,2022-07-02 02:48:00,1.0,39.0,20.0,534.0,100.0,473.0,781.0,
0004,2022-07-02 12:12:00,2.0,176.0,18.0,332.0,111.0,161.0,456.0,
0005,2022-07-02 23:36:00,1.0,216.0,14.0,399.0,62.0,304.0,488.0,
0006,2022-07-03 04:00:00,4.0,277.0,44.0,504.0,307.0,200.0,976.0,
0007,2022-07-03 22:36:00,1.0,217.0,16.0,500.0,29.0,480.0,558.0,
0008,2022-07-04 00:48:00,1.0,249.0,8.0,202.0,66.0,107.0,274.0,
0009,2022-07-04 03:48:00,1.0,95.0,8.0,252.0,79.0,117.0,351.0,
0010,2022-07-04 04:36:00,1.0,101.0,20.0,322.0,37.0,285.0,383.0,
0011,2022-07-04 05:00:00,1.0,57.0,20.0,548.0,83.0,385.0,664.0,
0012,2022-07-04 11:00:00,2.0,105.0,16.0,259.0,143.0,170.0,612.0,
0013,2022-07-04 12:24:00,2.0,168.0,42.0,468.0,140.0,172.0,644.0,
0014,2022-07-04 12:36:00,1.0,98.0,14.0,386.0,194.0,281.0,801.0,
0015,2022-07-04 13:48:00,0.0,245.0,12.0,946.0,572.0,322.0,1838.0,
0016,2022-07-04 15:48:00,1.0,97.0,20.0,667.0,418.0,306.0,1644.0,
0017,2022-07-04 21:12:00,6.0,277.0,52.0,176.0,48.0,100.0,246.0,
0018,2022-07-04 23:48:00,2.0,268.0,18.0,109.0,8.0,101.0,128.0,
0019,2022-07-05 02:36:00,1.0,92.0,10.0,284.0,174.0,188.0,657.0,
0020,2022-07-05 04:36:00,4.0,136.0,34.0,106.0,8.0,100.0,124.0,
0021,2022-07-05 04:48:00,1.0,287.0,28.0,568.0,304.0,132.0,1157.0,
0022,2022-07-05 05:00:00,5.0,176.0,14.0,122.0,111.0,100.0,330.0,
0023,2022-07-05 08:00:00,1.0,296.0,6.0,1426.0,410.0,976.0,1953.0,
0024,2022-07-05 09:12:00,2.0,94.0,14.0,236.0,443.0,113.0,1202.0,
0025,2022-07-05 10:00:00,1.0,96.0,14.0,446.0,800.0,140.0,1953.0,
0026,2022-07-06 02:36:00,2.0,90.0,10.0,150.0,333.0,105.0,868.0,
0027,2022-07-06 03:24:00,3.0,92.0,22.0,195.0,87.0,121.0,383.0,
0028,2022-07-06 11:00:00,1.0,129.0,12.0,334.0,53.0,293.0,428.0,
0029,2022-07-06 18:36:00,1.0,87.0,12.0,544.0,340.0,221.0,1116.0,
0030,2022-07-06 23:12:00,2.0,130.0,14.0,355.0,228.0,125.0,762.0,
0031,2022-07-07 03:12:00,1.0,123.0,8.0,295.0,3.0,292.0,300.0,
0032,2022-07-07 05:00:00,2.0,298.0,66.0,538.0,759.0,231.0,2016.0,
0033,2022-07-07 11:48:00,1.0,135.0,8.0,651.0,229.0,253.0,822.0,
0034,2022-07-07 17:24:00,3.0,261.0,36.0,488.0,586.0,349.0,1893.0,
0035,2022-07-08 00:36:00,2.0,222.0,14.0,483.0,451.0,119.0,1420.0,
0036,2022-07-08 00:48:00,2.0,225.0,36.0,558.0,252.0,379.0,1283.0,
0037,2022-07-08 04:17:00,2.0,271.0,92.0,276.0,144.0,138.0,734.0,II
0038,2022-07-08 05:00:00,1.0,295.0,12.0,504.0,349.0,297.0,1275.0,
0039,2022-07-08 05:48:00,2.0,158.0,22.0,453.0,588.0,218.0,1786.0,
0040,2022-07-08 14:12:00,4.0,114.0,50.0,314.0,46.0,260.0,456.0,
0041,2022-07-08 17:48:00,1.0,264.0,26.0,731.0,314.0,578.0,1529.0,
0042,2022-07-08 20:48:00,2.0,78.0,66.0,1041.0,617.0,318.0,1953.0,
0043,2022-07-08 22:00:00,2.0,281.0,24.0,242.0,76.0,204.0,367.0,
0044,2022-07-08 22:00:00,2.0,92.0,22.0,802.0,269.0,488.0,1384.0,
0045,2022-07-09 13:48:00,4.0,293.0,104.0,322.0,425.0,224.0,1360.0,II
0046,2022-07-09 13:48:00,1.0,257.0,16.0,440.0,167.0,217.0,651.0,
0047,2022-07-09 14:24:00,1.0,214.0,34.0,894.0,518.0,538.0,1838.0,
0048,2022-07-09 14:24:00,1.0,308.0,18.0,210.0,21.0,167.0,248.0,
0049,2022-07-09 16:12:00,2.0,58.0,10.0,336.0,35.0,281.0,388.0,
0050,2022-07-09 23:12:00,1.0,313.0,16.0,906.0,31.0,844.0,919.0,
0051,2022-07-10 02:24:00,0.0,10.0,14.0,246.0,26.0,200.0,285.0,
0052,2022-07-10 03:24:00,2.0,344.0,22.0,298.0,42.0,226.0,400.0,
0053,2022-07-10 12:24:00,1.0,301.0,12.0,549.0,152.0,419.0,896.0,
0054,2022-07-10 12:36:00,2.0,82.0,22.0,654.0,315.0,467.0,1367.0,
0055,2022-07-10 13:36:00,1.0,76.0,6.0,462.0,74.0,328.0,504.0,
0056,2022-07-10 15:05:00,1.0,267.0,12.0,295.0,109.0,161.0,513.0,
0057,2022-07-10 17:36:00,3.0,215.0,8.0,280.0,94.0,153.0,385.0,
0058,2022-07-10 17:48:00,2.0,207.0,28.0,1059.0,472.0,224.0,1736.0,
0059,2022-07-10 21:48:00,1.0,310.0,6.0,445.0,695.0,385.0,1835.0,
0060,2022-07-11 12:12:00,2.0,283.0,40.0,680.0,146.0,504.0,1041.0,
0061,2022-07-11 18:12:00,1.0,277.0,32.0,237.0,314.0,156.0,1116.0,
0062,2022-07-12 02:36:00,2.0,215.0,12.0,253.0,59.0,150.0,355.0,
0063,2022-07-12 10:36:00,1.0,300.0,10.0,589.0,104.0,446.0,762.0,
0064,2022-07-13 08:24:00,3.0,91.0,12.0,601.0,72.0,480.0,710.0,
0065,2022-07-13 13:36:00,1.0,294.0,10.0,520.0,138.0,440.0,794.0,
0066,2022-07-14 04:00:00,2.0,54.0,118.0,214.0,23.0,165.0,264.0,II
0067,2022-07-14 13:48:00,0.0,298.0,14.0,347.0,6.0,339.0,355.0,
0068,2022-07-14 16:12:00,3.0,86.0,74.0,247.0,98.0,131.0,466.0,
0069,2022-07-14 16:12:00,3.0,95.0,32.0,473.0,262.0,110.0,1059.0,
0070,2022-07-14 18:36:00,2.0,118.0,18.0,589.0,139.0,398.0,822.0,
0071,2022-07-14 22:24:00,2.0,73.0,24.0,512.0,25.0,473.0,558.0,
0072,2022-07-15 00:48:00,1.0,37.0,8.0,548.0,78.0,411.0,625.0,
0073,2022-07-15 08:00:00,2.0,86.0,6.0,397.0,108.0,279.0,578.0,
0074,2022-07-15 15:04:00,4.0,79.0,24.0,454.0,109.0,288.0,685.0,
0075,2022-07-15 16:00:00,2.0,335.0,108.0,258.0,19.0,214.0,303.0,II
0076,2022-07-15 17:48:00,1.0,266.0,30.0,307.0,59.0,270.0,446.0,
0077,2022-07-15 17:48:00,1.0,334.0,22.0,170.0,25.0,155.0,218.0,
0078,2022-07-15 19:00:00,3.0,86.0,10.0,451.0,110.0,374.0,694.0,
0079,2022-07-15 22:12:00,6.0,81.0,28.0,422.0,137.0,242.0,679.0,
0080,2022-07-16 00:00:00,1.0,156.0,10.0,479.0,230.0,303.0,919.0,
0081,2022-07-16 00:48:00,1.0,165.0,32.0,529.0,168.0,184.0,784.0,
0082,2022-07-16 06:48:00,1.0,71.0,8.0,449.0,52.0,381.0,520.0,
0083,2022-07-16 07:24:00,2.0,357.0,24.0,187.0,28.0,134.0,231.0,
0084,2022-07-16 11:36:00,1.0,59.0,12.0,137.0,59.0,102.0,276.0,
0085,2022-07-16 17:24:00,1.0,32.0,42.0,258.0,70.0,144.0,411.0,
0086,2022-07-16 17:36:00,3.0,238.0,86.0,390.0,127.0,174.0,672.0,
0087,2022-07-16 17:36:00,1.0,196.0,30.0,612.0,113.0,520.0,976.0,
0088,2022-07-16 19:00:00,4.0,220.0,58.0,369.0,110.0,178.0,618.0,
0089,2022-07-17 00:24:00,2.0,8.0,6.0,114.0,481.0,101.0,1077.0,
0090,2022-07-17 01:36:00,4.0,291.0,32.0,694.0,387.0,359.0,1736.0,
0091,2022-07-17 02:48:00,2.0,10.0,14.0,209.0,66.0,102.0,246.0,
0092,2022-07-17 05:00:00,1.0,4.0,6.0,115.0,7.0,101.0,120.0,
0093,2022-07-17 05:00:00,2.0,222.0,10.0,579.0,110.0,400.0,743.0,
0094,2022-07-17 09:24:00,2.0,215.0,12.0,976.0,283.0,762.0,1562.0,
0095,2022-07-18 15:48:00,0.0,306.0,30.0,786.0,55.0,718.0,919.0,
0096,2022-07-18 18:48:00,6.0,216.0,82.0,153.0,29.0,102.0,228.0,
0097,2022-07-18 18:48:00,1.0,178.0,14.0,158.0,31.0,116.0,202.0,
0098,2022-07-18 19:00:00,2.0,193.0,56.0,218.0,101.0,145.0,452.0,
0099,2022-07-18 21:36:00,1.0,114.0,6.0,1602.0,213.0,1488.0,1953.0,
0100,2022-07-19 00:48:00,4.0,66.0,22.0,411.0,632.0,113.0,1736.0,
0101,2022-07-19 00:48:00,2.0,108.0,30.0,844.0,460.0,143.0,1644.0,
0102,2022-07-19 09:12:00,1.0,68.0,18.0,265.0,39.0,207.0,332.0,
0103,2022-07-19 11:12:00,1.0,247.0,12.0,618.0,387.0,543.0,1329.0,
0104,2022-07-19 12:24:00,1.0,76.0,6.0,410.0,177.0,168.0,639.0,
0105,2022-07-19 17:24:00,2.0,111.0,12.0,222.0,151.0,118.0,496.0,
0106,2022-07-19 20:36:00,1.0,72.0,6.0,408.0,272.0,334.0,946.0,
0107,2022-07-20 07:12:00,1.0,111.0,12.0,325.0,65.0,200.0,381.0,
0108,2022-07-20 07:24:00,1.0,80.0,22.0,256.0,49.0,202.0,349.0,
0109,2022-07-20 14:24:00,2.0,92.0,42.0,340.0,162.0,128.0,781.0,
0110,2022-07-20 23:12:00,4.0,84.0,114.0,411.0,89.0,270.0,781.0,II
0111,2022-07-21 00:48:00,2.0,125.0,32.0,846.0,566.0,449.0,1953.0,
0112,2022-07-21 01:48:00,0.0,9.0,24.0,440.0,38.0,413.0,520.0,
0113,2022-07-21 02:00:00,2.0,45.0,56.0,702.0,709.0,130.0,1953.0,
0114,2022-07-21 08:24:00,0.0,86.0,10.0,568.0,41.0,503.0,578.0,
0115,2022-07-21 12:48:00,2.0,129.0,24.0,428.0,66.0,318.0,553.0,
0116,2022-07-21 23:24:00,2.0,8.0,30.0,618.0,207.0,425.0,1147.0,
0117,2022-07-22 00:48:00,2.0,345.0,16.0,780.0,85.0,710.0,947.0,
0118,2022-07-22 01:25:00,1.0,48.0,18.0,341.0,26.0,297.0,395.0,
0119,2022-07-22 14:48:00,5.0,75.0,24.0,164.0,37.0,102.0,221.0,
0120,2022-07-22 16:36:00,5.0,268.0,126.0,351.0,515.0,124.0,1953.0,II
0121,2022-07-22 16:36:00,1.0,237.0,8.0,534.0,514.0,138.0,1522.0,
0122,2022-07-23 19:00:00,2.0,156.0,270.0,664.0,154.0,252.0,932.0,III
0123,2022-07-23 19:12:00,1.0,233.0,16.0,1075.0,589.0,112.0,1893.0,
0124,2022-07-23 21:36:00,4.0,73.0,360.0,1562.0,666.0,136.0,2016.0,IV
0125,2022-07-24 11:00:00,2.0,115.0,8.0,159.0,6.0,146.0,162.0,
0126,2022-07-24 12:48:00,1.0,111.0,8.0,173.0,2.0,170.0,175.0,
0127,2022-07-24 15:16:00,3.0,97.0,16.0,252.0,33.0,217.0,312.0,
0128,2022-07-24 15:27:00,2.0,313.0,72.0,536.0,153.0,174.0,684.0,
0129,2022-07-24 19:24:00,1.0,68.0,10.0,436.0,115.0,336.0,664.0,
0130,2022-07-24 19:24:00,1.0,66.0,18.0,195.0,16.0,165.0,212.0,
0131,2022-07-24 19:48:00,2.0,188.0,6.0,334.0,112.0,163.0,480.0,
0132,2022-07-25 08:12:00,1.0,58.0,22.0,679.0,23.0,631.0,718.0,
0133,2022-07-25 08:36:00,3.0,287.0,36.0,568.0,230.0,233.0,1024.0,
0134,2022-07-26 08:48:00,1.0,297.0,12.0,493.0,50.0,390.0,538.0,
0135,2022-07-26 16:24:00,1.0,267.0,28.0,343.0,78.0,210.0,500.0,
0136,2022-07-26 23:24:00,1.0,228.0,6.0,191.0,33.0,157.0,231.0,
0137,2022-07-27 04:00:00,3.0,307.0,60.0,504.0,138.0,271.0,868.0,
0138,2022-07-27 05:48:00,0.0,151.0,8.0,254.0,21.0,254.0,292.0,
0139,2022-07-27 06:12:00,3.0,285.0,20.0,645.0,111.0,411.0,822.0,
0140,2022-07-27 18:36:00,1.0,264.0,86.0,322.0,76.0,202.0,512.0,
0141,2022-07-28 03:24:00,1.0,218.0,22.0,167.0,74.0,101.0,343.0,
0142,2022-07-28 14:36:00,2.0,277.0,12.0,427.0,37.0,351.0,459.0,
0143,2022-07-28 16:12:00,2.0,279.0,20.0,400.0,320.0,240.0,1041.0,
0144,2022-07-28 19:48:00,2.0,158.0,10.0,529.0,161.0,504.0,839.0,
0145,2022-07-29 00:00:00,1.0,241.0,16.0,395.0,47.0,357.0,508.0,
0146,2022-07-29 07:24:00,1.0,108.0,6.0,335.0,113.0,270.0,538.0,
0147,2022-07-29 12:36:00,2.0,281.0,44.0,456.0,103.0,306.0,704.0,
0148,2022-07-29 14:48:00,1.0,123.0,8.0,726.0,207.0,612.0,1077.0,
0149,2022-07-30 02:00:00,6.0,166.0,214.0,390.0,39.0,294.0,480.0,III
0150,2022-07-30 05:12:00,1.0,346.0,6.0,1163.0,303.0,664.0,1488.0,
0151,2022-07-30 05:12:00,0.0,71.0,16.0,413.0,30.0,367.0,452.0,
0152,2022-07-30 09:24:00,1.0,280.0,14.0,393.0,119.0,290.0,664.0,
0153,2022-07-30 11:00:00,1.0,182.0,10.0,341.0,12.0,318.0,351.0,
0154,2022-07-30 12:00:00,1.0,65.0,36.0,274.0,21.0,231.0,312.0,
0155,2022-07-30 13:36:00,1.0,185.0,8.0,307.0,143.0,166.0,512.0,
0156,2022-07-30 13:48:00,1.0,272.0,6.0,637.0,33.0,625.0,694.0,
0157,2022-07-30 15:36:00,4.0,296.0,14.0,262.0,106.0,153.0,425.0,
0158,2022-07-30 16:24:00,1.0,183.0,8.0,403.0,70.0,285.0,452.0,
0159,2022-07-30 23:24:00,3.0,355.0,8.0,111.0,5.0,102.0,117.0,
0160,2022-07-31 01:25:00,3.0,275.0,44.0,426.0,257.0,177.0,1121.0,
0161,2022-07-31 01:25:00,1.0,271.0,12.0,480.0,57.0,363.0,504.0,
0162,2022-07-31 01:36:00,4.0,1.0,8.0,107.0,6.0,101.0,116.0,
0163,2022-07-31 01:48:00,3.0,175.0,12.0,183.0,83.0,153.0,367.0,
0164,2022-07-31 03:12:00,1.0,171.0,8.0,231.0,4.0,229.0,238.0,
0165,2022-07-31 06:48:00,1.0,297.0,8.0,318.0,31.0,276.0,363.0,
0166,2022-07-31 09:48:00,1.0,302.0,6.0,299.0,638.0,112.0,1562.0,
